Lake Name:,Lake Winnipeg,,,,,,,
Station Nam,e:  add1,,,,,,,
Station Lat,itude and Long,itude:,52.5500 -97.,6390,,,,
TIME,WIND_SPEED,WIND_DIR,AIR_TEMP,REL_HUM,SOLAR_RAD,LW_RAD_IN,ATM_PRESS,PRECIP
2006001,4.548,293.601,-7.063,0.878,0,265.723,985.19,0
2006002,8.887,342.902,-9.158,0.874,0,249.932,987.122,0
2006003,6.24,0.903,-2.805,0.927,0,286.931,978.388,0
2006004,2.939,163.939,-5.164,0.928,0,285.484,987.483,0.00001
2006005,4.682,135.372,-3.996,0.932,0,292.393,996.566,0.00001
2006006,8.625,349.081,-5.186,0.903,0,281.605,979.977,0.00001
2006007,1.13,325.812,-5.617,0.909,0,282.49,980.952,0.00005
2006008,6.333,162.062,-7.023,0.895,0,258.451,981.156,0
2006009,9.48,18.972,-10.863,0.845,0,219.302,989.561,0
2006010,4.492,19.393,-5.55,0.905,0,244.3,973.96,0
2006011,4.584,236.261,-6.667,0.915,0,260.351,975,0
2006012,6.8,188.114,-11.887,0.827,0,245.05,976.756,0
2006013,6.218,160.459,-10.426,0.852,0,208.143,988.085,0
2006014,5.74,299.791,-13.111,0.803,0,236.736,990.931,0
2006015,7.913,276.28,-9.788,0.842,0,276.587,981.075,0.00022
2006016,2.55,215.117,-5.779,0.906,0,284.476,976.614,0.00024
2006017,8.707,155.43,-12.388,0.786,0,246.73,982.643,0
2006018,4.14,161.347,-17.599,0.831,0,192.252,979.143,0.00001
2006019,6.514,11.115,-13.53,0.825,0,255.109,978.73,0.00013
2006020,6.198,146.515,-18.485,0.759,0,189.472,989.191,0
2006021,1.528,175.24,-25.319,0.798,0,148.889,996.269,0
2006022,5.782,11.535,-23.992,0.754,0,151.027,1001.525,0
2006023,6.415,18.73,-11.204,0.868,0,206.865,974.084,0
2006024,12.087,147.488,-5.51,0.842,0,262.323,981.969,0.00001
2006025,3.927,334.839,-14.882,0.865,0,194.079,997.167,0
2006026,10.337,353.14,-5.985,0.882,0,214.821,977.074,0
2006027,11.409,127.47,-8.67,0.861,0,253.828,975.334,0.00001
2006028,3.19,249.349,-18.968,0.797,0,172.56,994.781,0
2006029,4.058,266.843,-14.215,0.852,0,194.891,982.843,0
2006030,0.925,345.486,-18.588,0.866,0,186.742,986.984,0
